pedido_id,cliente_id,fecha,estado,canal_venta
61,270,2025-04-12,Completado,App
62,787,2024-06-06,Completado,WhatsApp
63,68,2025-12-01,Completado,Web
64,119,2024-08-19,En preparacion,Web
65,816,2024-11-09,Completado,Web
66,536,2024-09-22,Completado,Web
67,390,2024-07-06,Completado,Web
68,117,2024-11-08,Completado,App
69,529,2026-08-29,Completado,Tienda fisica
70,7,2025-12-15,Completado,APP
71,740,2024-12-19,Pendiente,App
72,179,2025-09-13,Pendiente,App
73,971,2025-01-23,Completado,App
74,315,2024-10-24,Completado,App
75,3,2025-05-14,Completado,Web
76,108,2025-02-15,Completado,Web
77,763,2025-05-14,Completado,Tienda fisica
78,740,2024-06-14,Completado,Marketplace
79,743,2024-05-16,Cancelado,Web
80,522,2024-09-29,Completado,App
81,103,2026-04-25,Completado,Web
82,837,2024-08-30,Completado,TIENDA FISICA
83,122,2024-09-12,Completado,App
84,617,2025-12-18,Completado,Marketplace
85,993,2025-02-14,Pendiente,Tienda fisica
86,254,2025-12-17,Completado,Tienda fisica
87,962,2024-10-02,Completado ,Web
88,300,2024-08-05,Completado,Tienda fisica
89,20,2024-04-24,Completado,Marketplace
90,643,2025-09-11,Completado,Web
91,970,2024-05-03,Cancelado,App
92,354,2026-08-22,Completado,WhatsApp
93,879,2025-12-29,Completado,Marketplace
94,450,2026-01-04,Completado,Tienda fisica
95,973,2025-08-02,Completado,App
96,743,2024-03-17,Completado,App
97,278,2025-12-25,Completado,Web
98,46,2025-06-30,Completado,Marketplace
99,115,2026-04-23,Completado,Tienda fisica
100,915,2026-01-09,completado,WhatsApp
101,20,2024-06-29,Completado,Marketplace
102,652,2025-12-05,Cancelado,Tienda fisica
103,634,2024-10-02,Completado,Web
104,495,2024-04-05,Completado,Web
105,179,2024-10-15,Completado,Web
106,96,2026-04-07,Completado,WEB
107,121,2024-05-15,Completado,TIENDA FISICA
108,709,2026-04-17,Completado,Tienda fisica
109,278,2024-12-05,Completado,Web
110,531,2025-07-11,Completado,Web
111,315,2024-05-30,Pendiente,App
112,108,2025-05-18,Completado,WhatsApp
113,447,2025-09-11,Completado,Web
114,286,2025-11-08,Cancelado,App
115,474,2024-11-23,Completado,WhatsApp
116,88,2026-01-14,En preparacion,Web
117,960,2024-12-07,Pendiente,Web
118,708,2025-01-28,Completado,App
119,994,2025-01-05,Completado,Tienda fisica
120,843,2024-12-23,Completado,Web
121,256,2024-09-05,Completado,Web
122,118,2025-01-15,Completado,Tienda fisica
123,119,2024-05-24,Completado,App
124,430,2026-08-29,Completado,App
125,407,2025-05-30,Completado,WhatsApp
126,696,2025-08-08,Completado,Web
127,70,2025-07-26,Completado,Tienda fisica
128,292,2025-10-24,Completado,Web
129,16,2024-03-07,Cancelado,Web
130,983,2025-08-01,Completado,Web
131,920,2024-04-09,Completado,Tienda fisica
132,161,2026-05-22,Completado,Web
133,711,2025-10-31,En preparacion,Tienda fisica
134,302,2026-03-15,Completado,WhatsApp
135,617,2024-09-01,Completado,Web
136,492,2024-03-30,Completado,Web
137,767,2024-03-13,Completado,Tienda fisica
138,617,2025-02-14,Completado,Tienda fisica
139,977,2025-11-29,Completado,App
140,186,2024-04-17,Completado,Web
141,179,2025-04-21,Completado,WhatsApp
142,994,2024-03-07,Completado,App
143,992,2024-11-23,Completado,Web
144,868,2024-08-06,Pendiente,App
145,121,2024-03-11,Cancelado,Tienda fisica
146,750,2025-03-14,Completado,Web
147,833,2025-12-10,Completado,Marketplace
148,992,2024-05-28,Pendiente,App
149,535,2025-11-21,Completado,Tienda fisica
150,248,2025-08-15,En preparacion,Tienda fisica
151,219,2024-12-22,Completado,WhatsApp
152,522,2026-06-07,En preparacion,Web
153,450,2026-08-06,Completado,Tienda fisica
154,643,2025-12-06,Completado,Marketplace
155,652,2026-05-07,Completado,Web
156,239,2026-05-22,Completado,Web
157,234,2026-08-20,Completado,Marketplace
158,22,2025-02-28,Completado,Marketplace
159,973,2025-03-16,Completado,Tienda fisica
160,468,2024-11-21,Completado,App
161,567,2026-07-27,Pendiente,Web
162,617,2025-08-30,Completado,WhatsApp
163,261,2026-03-07,Cancelado,Web
164,161,2024-10-08,Completado,WhatsApp
165,318,2024-05-05,Cancelado,Web
166,805,2025-02-04,Completado,Tienda fisica
167,917,2026-06-30,Completado,WEB
168,618,2024-12-21,Completado,Web
169,153,2025-06-14,Cancelado,Web
170,521,2024-05-09,Pendiente,Web
171,196,2026-08-27,Completado,App
172,715,2026-03-24,Completado,Tienda fisica
173,469,2024-04-20,Completado,Web
174,33,2025-06-27,Completado,Web
175,155,2025-11-03,Completado,Web
176,64,2026-07-09,Completado,Web
177,323,2025-03-21,Completado,App
178,17,2025-01-27,completado,App
179,543,2025-02-16,Completado,WEB
180,362,2024-10-08,Completado,App
181,828,2024-01-30,Completado,WhatsApp
182,927,2024-03-31,Completado,Marketplace
183,963,2024-02-14,Completado,Web
184,180,2024-05-09,Completado,Marketplace
185,276,2025-05-09,Completado,Web
186,977,2025-12-12,Completado,Web
187,816,2024-04-17,Completado,Tienda fisica
188,522,2025-11-02,Cancelado,Web
189,409,2025-06-09,Completado,Tienda fisica
190,873,2024-04-14,Completado,Web
191,364,2025-11-08,Completado,Tienda fisica
192,644,2025-01-13,Completado,Tienda fisica
193,275,2025-11-28,Completado,Web
194,251,2025-06-28,Completado,App
195,784,2025-05-22,Completado,Web
196,336,2025-12-05,Completado,Web
197,294,2024-01-22,Completado,App
198,871,2025-08-20,Completado,WEB
199,315,2026-03-04,Completado,Tienda fisica
200,469,2025-05-13,Completado,Web
201,994,2026-05-26,Completado,Web
202,963,2026-07-23,Completado,Web
203,61,2024-10-09,Completado,Web
204,4,2024-10-22,Pendiente,Web
205,84,2024-11-06,Completado,Tienda fisica
206,438,2025-05-15,Completado,Web
207,965,2026-05-29,Completado,WhatsApp
208,67,2024-03-23,Pendiente,Web
209,275,2026-07-14,Completado,Web
210,767,2025-08-15,Completado,Web
211,786,2025-07-12,Completado,Web
212,474,2025-04-24,Pendiente,Tienda fisica
213,526,2026-03-16,Completado,Tienda fisica
214,657,2025-02-06,Completado,App
215,599,2025-10-27,Completado,Tienda fisica
216,146,2025-12-19,Completado,Tienda fisica
217,181,2024-04-27,Cancelado,Tienda fisica
218,655,2025-11-28,Completado,Web
219,742,2024-09-03,Completado,Tienda fisica
220,691,2024-10-08,Completado,Web
221,587,2025-07-31,Completado,Tienda fisica
222,977,2025-04-14,Completado,Marketplace
223,574,2024-12-26,Completado,Marketplace
224,481,2025-05-10,Completado,Tienda fisica
225,43,2026-04-29,Completado,Web
226,249,2025-05-02,Completado,Marketplace
227,617,2026-08-02,Completado,Marketplace
228,176,2026-05-10,Completado,Tienda fisica
229,473,2024-07-19,Completado,Web
230,31,2024-07-15,Pendiente ,Web
231,717,2024-12-14,Cancelado,Tienda fisica
232,448,2026-03-31,Completado,Web
233,826,2024-12-04,Completado,App
234,70,2024-11-15,Completado,Web
235,466,2024-01-31,Completado,Marketplace
236,119,2024-03-04,Pendiente,Marketplace
237,565,2026-08-09,Pendiente,Web
238,494,2025-10-27,Completado,Marketplace
239,504,2026-01-25,Completado,Web
240,196,2026-07-14,Completado,Web
241,812,2025-08-04,Cancelado,Web
242,364,2024-10-16,Completado,Web
243,567,2024-03-19,Completado,App
244,385,2025-12-31,Completado,Marketplace
245,179,2024-03-21,En preparacion,Web
246,767,2025-12-16,Pendiente,Web
247,851,2024-03-27,Completado,Web
248,448,2025-01-23,Completado,Web
249,754,2026-07-18,Completado,Web
250,407,2026-04-06,Completado,App
251,912,2026-08-04,Completado,App
252,419,2024-10-29,Completado,Web
253,324,2025-09-14,Completado,App
254,951,2025-02-22,Completado,Tienda fisica
255,215,2024-05-10,Cancelado,Tienda fisica
256,567,2025-08-16,Completado,WhatsApp
257,63,2024-12-27,Completado,Web
258,407,2024-07-27,Completado,Web
259,390,2024-11-30,En preparacion,Marketplace
260,69,2024-02-01,Pendiente,Marketplace
261,819,2026-08-20,Completado,App
262,879,2026-01-20,Completado,Tienda fisica
263,769,2024-12-02,Completado,Tienda fisica
264,99,2024-12-26,Completado,Tienda fisica
265,283,2025-11-12,Completado,Web
266,479,2026-07-10,Completado,Web
267,68,2024-04-13,Completado,App
268,442,2026-07-29,Completado,App
269,945,2024-02-16,Pendiente,Marketplace
270,889,2025-06-05,Completado,Web
271,534,2024-04-09,Completado,Tienda fisica
272,336,2024-10-19,Completado,Web
273,295,2024-08-03,Cancelado,Web
274,944,2026-06-25,Completado,Tienda fisica
275,833,2024-04-08,Completado,Web
276,508,2026-03-29,Completado,Web
277,928,2026-04-30,Completado,Marketplace
278,804,2026-04-02,Completado,Web
279,837,2025-06-17,Completado ,Marketplace
280,484,2025-11-20,Completado,Web
281,93,2024-08-07,Completado,Web
282,963,2025-05-10,Cancelado,Marketplace
283,380,2025-10-07,Completado,Web
284,647,2025-04-02,Completado,Tienda fisica
285,886,2025-12-22,Completado,Marketplace
286,779,2025-02-22,Completado,Web
287,510,2026-07-23,Completado,Tienda fisica
288,206,2026-06-15,Completado,WhatsApp
289,767,2024-12-07,Completado,Tienda fisica
290,179,2024-08-22,Completado,Web
291,946,2026-05-15,Completado,Web
292,293,2025-12-05,Completado,App
293,711,2024-03-19,Completado,WEB
294,603,2024-06-04,Completado,App
295,293,2026-01-31,Completado,Web
296,442,2024-04-05,Completado,Web
297,251,2026-01-01,En preparacion,Web
298,155,2025-10-20,Completado,Web
299,146,2025-08-30,Completado,Tienda fisica
300,689,2026-06-11,Completado,App
301,101,2026-01-20,Completado,Web
302,868,2024-06-19,Completado,Marketplace
303,474,2024-01-10,Completado,Marketplace
304,548,2024-06-18,Completado,Tienda fisica
305,336,2025-04-18,Completado,WhatsApp
306,423,2025-04-30,Completado,Web
307,474,2025-12-11,Completado,Tienda fisica
308,638,2026-06-23,Pendiente,Web
309,779,2024-11-09,Pendiente,Tienda fisica
310,580,2024-10-13,Completado,Tienda fisica
311,792,2024-08-02,En preparacion,Web
312,68,2026-06-14,Pendiente,Web
313,428,2024-04-30,Completado,App
314,166,2026-05-12,Completado,Web
315,675,2025-12-12,Completado,Tienda fisica
316,252,2024-12-20,Completado,WhatsApp
317,549,2024-07-19,Completado,Web
318,283,2026-08-01,Completado,Tienda fisica
319,181,2025-10-09,Completado,Tienda fisica
320,837,2024-05-14,Completado,Tienda fisica
321,837,2026-01-25,Completado,Web
322,67,2025-11-14,Completado,Tienda fisica
323,181,2025-12-06,Completado,APP
324,837,2024-12-15,Completado,Marketplace
325,603,2024-03-29,Pendiente,App
326,828,2026-08-23,Completado,Marketplace
327,315,2024-02-24,Completado,Tienda fisica
328,320,2024-07-23,Completado,Web
329,959,2026-05-01,Completado,Web
330,358,2026-03-26,Pendiente,Tienda fisica
331,505,2024-08-03,Completado,Web
332,573,2025-08-23,Completado,Marketplace
333,447,2026-07-11,Completado,Tienda fisica
334,816,2026-02-09,Completado,Tienda fisica
335,46,2025-11-25,Pendiente,Web
336,31,2025-08-14,Completado,Marketplace
337,762,2024-04-02,completado,Tienda fisica
338,315,2026-06-23,Completado,Marketplace
339,173,2025-01-18,Completado,Tienda fisica
340,933,2025-12-24,Completado,Web
341,68,2025-09-03,Completado,App
342,379,2026-02-25,Completado,Web
343,205,2024-08-23,Completado,Tienda fisica
344,663,2024-10-18,Completado,Web
345,119,2024-12-20,Cancelado,APP
346,778,2025-11-17,Completado,Web
347,183,2025-01-08,Completado ,App
348,534,2025-08-27,Completado,Marketplace
349,603,2025-01-10,Completado,Tienda fisica
350,388,2024-09-30,Completado,Web
351,899,2025-10-10,Completado,Tienda fisica
352,409,2024-02-11,Completado,WhatsApp
353,940,2026-01-12,Completado,Tienda fisica
354,281,2026-03-23,Completado,Tienda fisica
355,663,2025-03-23,Completado,Tienda fisica
356,436,2024-10-18,Completado,Web
357,251,2025-10-12,Completado,Web
358,495,2024-12-02,Completado,Web
359,183,2024-08-03,Completado,Web
360,750,2024-12-19,Completado,Web
361,994,2025-08-01,Completado,WhatsApp
362,396,2026-08-01,Pendiente,Web
363,175,2024-10-23,Completado,App
364,395,2024-10-12,Completado,Marketplace
365,867,2025-04-05,Completado,Web
366,27,2025-02-24,Completado,Tienda fisica
367,603,2025-01-14,Completado,Web
368,494,2026-06-14,Completado,Web
369,481,2026-03-26,Completado,App
370,965,2024-09-07,Completado,Web
371,276,2026-03-12,Completado,Web
372,409,2026-02-26,Pendiente,Tienda fisica
373,824,2026-05-17,Completado,Web
374,506,2026-07-23,Completado,Web
375,278,2026-02-09,Completado,Tienda fisica
376,146,2025-08-31,Completado,Web
377,474,2024-11-08,Completado,App
378,256,2025-01-28,completado,Tienda fisica
379,613,2025-06-13,Completado,Web
380,942,2025-01-18,Completado,Marketplace
381,246,2024-12-16,Completado,Tienda fisica
382,293,2024-12-03,Pendiente,Marketplace
383,811,2024-09-10,Completado,Marketplace
384,617,2024-06-30,Completado,Web
385,310,2026-07-13,Completado,Web
386,155,2024-03-15,Completado,Web
387,443,2025-08-05,Cancelado,App
388,628,2025-09-07,Completado,Tienda fisica
389,293,2025-06-28,Completado,Web
390,885,2025-05-14,Completado,Tienda fisica
391,663,2025-03-29,Completado,Web
392,563,2024-11-08,Completado,Web
393,431,2024-06-09,Completado,Web
394,943,2026-01-13,Completado,Marketplace
395,345,2024-12-28,completado,Tienda fisica
396,164,2024-12-28,Completado,Web
397,407,2024-09-19,Completado,App
398,195,2024-04-19,Completado,WhatsApp
399,294,2025-12-24,Completado,Web
400,151,2024-10-18,Completado,Web
401,88,2025-08-10,Completado,Tienda fisica
402,505,2024-08-07,Completado,Web
403,455,2024-05-23,Completado,Tienda fisica
404,38,2025-08-02,Completado,App
405,70,2025-10-11,Completado,Tienda fisica
406,932,2026-05-21,Completado,WhatsApp
407,894,2024-10-10,En preparacion,Web
408,14,2026-08-29,Completado,Web
409,854,2025-03-13,Completado,App
410,178,2024-06-05,Completado,Web
411,350,2024-03-11,Completado,Web
412,743,2024-01-27,Completado,Web
413,233,2024-05-07,Cancelado,App
414,248,2024-11-20,Completado,Tienda fisica
415,816,2024-01-17,Completado,Marketplace
416,1000,2025-10-29,Completado,Tienda fisica
417,139,2026-07-07,Completado,Tienda fisica
418,600,2026-02-19,Completado,App
419,948,2025-03-05,Pendiente,App
420,404,2024-11-09,Completado,Tienda fisica
421,868,2025-04-26,Cancelado,Web
422,390,2024-06-10,Completado,Web
423,855,2025-07-03,Completado,Web
424,494,2025-11-15,Completado,Marketplace
425,658,2026-08-22,Completado,App
426,652,2024-09-13,Completado,WhatsApp
427,898,2026-06-23,Completado,Web
428,183,2026-03-24,Completado,Web
429,855,2025-08-08,Completado,Marketplace
430,740,2025-07-12,Completado,Tienda fisica
431,253,2025-07-10,Completado,Web
432,822,2025-05-31,Cancelado,Tienda fisica
433,794,2024-12-28,Completado,Tienda fisica
434,165,2025-06-27,Completado,Tienda fisica
435,951,2026-01-03,Completado,Marketplace
436,546,2024-10-30,Completado,Tienda fisica
437,572,2024-03-17,Completado,Marketplace
438,494,2025-02-24,Completado,WhatsApp
439,965,2024-03-13,Completado,Web
440,348,2025-11-19,Completado,Tienda fisica
441,873,2025-04-10,Completado,App
442,994,2025-06-19,Completado,Tienda fisica
443,770,2025-10-15,Completado,App
444,119,2024-12-31,Completado,Web
445,534,2025-08-02,Pendiente,Web
446,787,2024-02-10,Completado,Tienda fisica
447,215,2024-01-27,Completado,Web
448,665,2024-09-16,Completado,WhatsApp
449,767,2024-06-13,Completado,Web
450,621,2024-04-01,Completado,App
451,423,2026-01-09,Completado,Tienda fisica
452,143,2024-06-21,Completado,Marketplace
453,617,2025-07-05,Completado,Web
454,713,2026-05-22,Completado,Web
455,575,2026-03-28,Completado,WhatsApp
456,267,2024-08-12,Completado,WEB
457,392,2024-09-26,Pendiente,Web
458,555,2025-12-20,Completado,WhatsApp
459,833,2024-11-17,Completado,Web
460,597,2024-08-17,Completado,Tienda fisica
461,476,2024-06-24,Completado,Marketplace
462,713,2024-12-28,Completado,WhatsApp
463,260,2025-11-21,Completado,Tienda fisica
464,6,2025-08-23,Completado,App
465,430,2025-09-20,Completado,Web
466,652,2026-05-05,Completado,Web
467,691,2026-04-04,Completado,Web
468,80,2026-06-19,Completado,Web
469,872,2025-06-20,Completado ,Tienda fisica
470,346,2025-06-25,Completado,App
471,623,2024-06-25,Completado,Web
472,181,2025-09-06,Completado,Marketplace
473,46,2025-03-31,Completado,WhatsApp
474,670,2024-10-25,Completado,Web
475,567,2026-08-24,Completado,Web
476,64,2025-02-17,En preparacion,Tienda fisica
477,534,2025-08-28,Completado,Web
478,342,2025-10-20,Completado,Web
479,567,2025-05-18,Completado,Web
480,836,2025-12-16,Completado,Web
481,22,2026-01-26,Pendiente,Web
482,388,2026-05-19,Completado,Marketplace
483,711,2025-12-30,Completado,Tienda fisica
484,903,2026-08-04,Completado,Marketplace
485,838,2024-08-21,Completado,Web
486,948,2025-10-03,completado,Marketplace
487,901,2025-01-21,Completado,Tienda fisica
488,121,2025-12-13,Completado,Web
489,362,2024-03-09,Pendiente,Web
490,855,2025-07-03,Completado,App
491,534,2024-03-29,Completado,WhatsApp
492,455,2026-04-05,Completado,App
493,163,2025-08-05,Completado,Web
494,180,2025-06-01,Completado,Tienda fisica
495,672,2024-11-21,Completado,Tienda fisica
496,901,2025-01-14,Completado,WEB
497,251,2025-08-03,Completado,Tienda fisica
498,614,2025-01-30,Completado,App
499,306,2025-01-03,Completado,WhatsApp
500,816,2026-01-27,Completado,Tienda fisica
501,621,2025-02-15,Completado,Web
502,416,2024-12-11,Completado,Web
503,849,2026-07-10,Completado,Web
504,246,2025-02-26,Completado,Web
505,209,2025-03-29,Completado,Web
506,784,2025-10-18,Completado,Web
507,625,2025-09-19,Completado,Web
508,841,2026-06-09,Completado,Marketplace
509,634,2026-05-10,Completado,Marketplace
510,576,2024-11-06,Cancelado,Web
511,115,2026-07-14,Pendiente,Marketplace
512,175,2025-04-29,Completado,App
513,28,2024-07-05,Completado,App
514,146,2025-01-13,Completado,Web
515,638,2025-11-15,Completado,App
516,883,2025-05-21,Completado,Web
517,652,2026-07-16,Completado,Web
518,567,2025-11-06,Completado,WhatsApp
519,491,2025-01-24,Completado,App
520,697,2026-03-13,Completado,Web
521,810,2026-07-06,Completado,Web
522,84,2026-03-31,Completado,App
523,631,2024-03-13,Cancelado,Tienda fisica
524,179,2024-05-04,Cancelado,Marketplace
525,713,2024-08-26,Completado,Tienda fisica
526,3,2025-03-29,Completado,Web
527,764,2025-12-17,Completado,Marketplace
528,447,2025-10-17,Completado,App
529,178,2024-09-14,Completado,Tienda fisica
530,764,2025-03-16,Completado,Web
531,837,2025-08-05,Completado,App
532,743,2024-11-16,Completado,Web
533,152,2026-07-09,Completado,Web
534,385,2025-10-09,Completado,App
535,421,2024-08-10,Completado,Web
536,617,2024-08-21,Completado,Tienda fisica
537,302,2025-12-23,Completado,WhatsApp
538,665,2024-12-12,Completado,Web
539,970,2024-05-11,Completado,Tienda fisica
540,926,2026-07-13,En preparacion,App
541,822,2025-09-16,Completado,TIENDA FISICA
542,341,2026-02-07,Completado,Tienda fisica
543,769,2024-03-09,Completado,Web
544,2,2024-09-09,Completado,Tienda fisica
545,937,2025-10-23,Completado,Web
546,794,2025-05-31,Completado,APP
547,652,2024-01-26,Completado,Web
548,294,2024-11-17,Completado,App
549,876,2024-01-18,Completado,Web
550,353,2024-11-27,Completado,Web
551,152,2026-08-07,Completado,WhatsApp
552,364,2024-12-12,Completado,Web
553,833,2025-12-12,Completado,Tienda fisica
554,670,2024-09-02,Completado,Tienda fisica
555,155,2026-02-15,Cancelado,Tienda fisica
556,68,2024-02-11,Completado,Tienda fisica
557,567,2025-09-29,Completado,Web
558,296,2025-02-06,Completado,Tienda fisica
559,418,2024-07-08,Completado,Marketplace
560,599,2025-11-21,Completado,Tienda fisica
561,531,2026-05-13,Completado,Web
562,409,2024-12-01,Completado,Marketplace
563,119,2024-09-11,completado,Web
564,409,2024-06-12,Completado,WhatsApp
565,775,2025-10-31,Cancelado,Web
566,942,2026-03-22,Completado,Web
567,693,2024-10-06,Completado,App
568,474,2024-01-31,Completado,WEB
569,494,2025-12-27,Completado,Web
570,574,2025-10-27,Completado,Tienda fisica
571,385,2026-01-30,Completado,Tienda fisica
572,729,2025-07-07,Completado,Web
573,663,2024-10-26,Cancelado,App
574,642,2024-12-06,Completado,Tienda fisica
575,358,2025-10-02,Completado,App
576,687,2026-03-22,Completado,Web
577,704,2026-01-27,Completado,Web
578,421,2025-08-13,Completado,Web
579,802,2026-01-03,Completado,Web
580,10,2026-04-14,Completado,Web
581,688,2025-11-08,Completado,Web
582,508,2025-08-30,Completado,Web
583,677,2026-02-27,Completado,Web
584,86,2025-05-01,Completado,App
585,982,2024-12-11,Completado,Web
586,663,2025-02-24,Completado,App
587,684,2024-07-04,Completado,Marketplace
588,179,2025-12-15,Completado,Marketplace
589,838,2025-12-04,Completado,TIENDA FISICA
590,396,2026-07-16,Completado,Web
591,693,2025-12-31,Cancelado,Web
592,517,2025-07-30,Completado,Tienda fisica
593,493,2025-07-10,Completado,Tienda fisica
594,935,2026-07-30,Completado,Web
595,794,2025-05-04,Completado,Web
596,68,2025-02-04,Completado ,Web
597,506,2024-08-06,Completado,Web
598,663,2026-04-03,Completado,Web
599,285,2024-03-15,Completado,App
600,855,2025-04-05,Completado,Web
601,601,2025-10-12,Completado,App
602,643,2026-03-06,Completado,Web
603,326,2025-09-11,Pendiente,Tienda fisica
604,674,2025-12-12,Completado,App
605,617,2024-12-16,Completado,Tienda fisica
606,923,2024-08-21,Cancelado,Tienda fisica
607,457,2024-10-12,Completado,App
608,670,2024-10-29,Completado,Tienda fisica
609,260,2026-06-16,Completado,Tienda fisica
610,505,2025-01-18,Completado,Tienda fisica
611,409,2024-09-15,Completado,Web
612,58,2025-03-06,Completado,WhatsApp
613,161,2024-05-02,Completado,WhatsApp
614,794,2025-07-02,Pendiente,App
615,973,2024-01-11,Completado,Web
616,264,2025-07-19,Completado,Tienda fisica
617,617,2025-01-27,Pendiente,Web
618,265,2025-05-12,Completado,Web
619,270,2024-10-13,Completado,Tienda fisica
620,879,2025-03-29,Completado,App
621,799,2025-11-20,Completado,Web
622,151,2025-09-13,Completado,App
623,706,2025-02-18,Cancelado,Web
624,684,2025-07-30,Completado,App
625,455,2025-05-17,Completado,Tienda fisica
626,599,2024-06-21,Completado,Tienda fisica
627,675,2024-06-11,Completado,Web
628,862,2026-05-29,Completado,Web
629,648,2025-09-27,Completado,WhatsApp
630,173,2026-08-22,Completado,WhatsApp
631,947,2024-07-02,Completado,Web
632,129,2026-07-05,Completado,Web
633,177,2025-04-18,Completado,Web
634,301,2025-01-21,Completado,Tienda fisica
635,587,2024-12-28,Completado,Web
636,68,2026-04-04,En preparacion,Marketplace
637,338,2024-11-02,Completado,Web
638,885,2025-12-30,Completado,Web
639,390,2026-08-02,Completado,Marketplace
640,535,2024-10-28,Completado,Marketplace
641,534,2024-07-17,Completado,Web
642,534,2025-06-05,Completado,Web
643,816,2024-10-18,Completado,Marketplace
644,970,2025-06-02,Pendiente,Web
645,775,2024-09-30,Completado,Tienda fisica
646,233,2024-07-18,Completado,Marketplace
647,91,2024-08-03,Completado,Web
648,652,2025-05-20,Completado,Web
649,567,2024-09-21,Cancelado,App
650,164,2024-09-20,Completado,App
651,556,2026-08-06,Completado,App
652,438,2025-03-22,Completado,WhatsApp
653,619,2024-08-28,Completado,Web
654,729,2024-03-25,Completado,Tienda fisica
655,225,2024-02-22,Completado,WhatsApp
656,912,2024-03-30,Completado,Web
657,407,2026-03-19,En preparacion,Web
658,617,2024-05-21,Completado,Tienda fisica
659,409,2025-12-06,Completado,Web
660,706,2024-11-09,Completado,App
661,489,2024-11-30,Completado,Web
662,702,2025-04-04,Completado,Web
663,637,2025-02-23,Pendiente,Tienda fisica
664,208,2025-01-07,Completado,Web
665,970,2025-05-24,Completado,Marketplace
666,328,2025-12-25,cancelado,Tienda fisica
667,519,2024-09-13,En preparacion,Web
668,40,2026-01-08,Completado,Web
669,353,2024-07-25,Completado,App
670,767,2025-09-18,Completado,Web
671,436,2024-10-18,Completado,App
672,333,2025-08-08,Completado,Tienda fisica
673,285,2025-08-16,Completado,Web
674,74,2025-03-16,Completado,Tienda fisica
675,603,2026-03-17,Completado,WhatsApp
676,468,2024-07-24,Completado,Web
677,278,2025-11-04,Completado,Tienda fisica
678,567,2024-10-22,Completado,Web
679,767,2024-12-11,Completado,Tienda fisica
680,128,2024-03-26,Completado,App
681,970,2026-07-24,Completado,WhatsApp
682,518,2025-03-18,Completado,Web
683,657,2026-02-01,Cancelado,Tienda fisica
684,350,2026-08-14,Completado,Web
685,510,2025-08-30,En preparacion,App
686,828,2024-09-08,Completado,Marketplace
687,150,2026-04-15,Completado,Web
688,977,2025-02-20,Completado,App
689,112,2026-05-22,En preparacion,App
690,329,2024-08-25,Completado,App
691,926,2025-12-08,Completado,Web
692,738,2025-11-04,completado,Web
693,119,2025-01-04,Completado,Marketplace
694,418,2025-06-05,Completado,Marketplace
695,621,2024-03-01,Completado,App
696,623,2024-10-21,Cancelado ,App
697,246,2024-04-27,Completado,Web
698,704,2025-11-18,Completado,Web
699,122,2024-08-11,Completado,Web
700,164,2024-12-15,Completado,App
