id_venta,fecha,cliente_id,producto_id,cantidad
628,2026-04-17,109,1,4
629,2026-01-24,104,4,1
630,2026-05-26,109,2,5
631,2026-04-28,101,5,1
632,2026-02-05,102,3,2
633,2026-05-21,106,1,3
634,2026-03-05,109,4,4
635,2026-06-23,102,5,2
636,2026-03-16,108,5,3
637,2026-08-24,107,5,5
638,2026-02-16,103,5,4
639,2026-01-04,108,3,1
640,2026-03-06,106,3,5
641,2026-03-11,109,1,3
642,2026-02-24,107,4,4
643,2026-06-23,105,3,2
644,2026-03-31,109,2,4
645,2026-05-22,106,3,4
646,2026-01-07,101,2,2
647,2026-02-19,101,4,3
648,2026-04-15,103,2,5
649,2026-08-14,103,5,5
650,2026-04-10,101,4,5
651,2026-01-09,110,3,5
652,2026-06-07,102,5,1
653,2026-08-20,102,2,2
654,2026-06-24,109,1,3
655,2026-07-14,103,2,2
656,2026-05-10,104,4,5
657,2026-05-20,103,3,5
658,2026-01-26,107,5,1
659,2026-04-06,108,5,1
660,2026-03-24,102,1,1
661,2026-07-08,103,4,2
662,2026-08-23,108,2,4
663,2026-01-20,103,1,3
664,2026-08-08,102,3,4
665,2026-02-20,109,3,3
666,2026-07-06,106,2,5
667,2026-04-21,106,3,1
668,2026-07-23,108,4,4
669,2026-02-03,107,3,1
670,2026-01-19,104,5,5
671,2026-08-14,105,4,4
672,2026-05-06,110,5,5
673,2026-03-09,108,1,2
674,2026-05-24,106,4,1
675,2026-04-16,104,2,3
676,2026-04-10,108,1,2
677,2026-05-10,107,4,5
678,2026-06-27,104,5,3
679,2026-07-14,104,4,3
680,2026-02-03,106,4,1
681,2026-05-19,101,4,2
682,2026-05-11,101,1,1
683,2026-08-03,109,3,3
684,2026-07-31,106,4,5
685,2026-06-12,105,5,4
686,2026-07-21,109,5,3
687,2026-05-03,104,1,5
688,2026-02-03,101,5,3
689,2026-04-06,107,1,5
690,2026-04-11,109,5,2
691,2026-05-25,104,3,5
692,2026-08-06,110,2,3
693,2026-08-25,101,1,2
694,2026-01-05,102,3,5
695,2026-05-27,108,1,2
696,2026-05-12,104,3,2
697,2026-05-03,108,4,1
698,2026-02-13,105,4,2
699,2026-04-27,106,2,5
700,2026-01-30,103,4,2
701,2026-03-17,110,5,5
702,2026-03-20,101,2,1
703,2026-01-15,103,4,5
704,2026-02-03,106,5,5
705,2026-03-12,106,3,4
706,2026-03-08,110,1,1
707,2026-08-22,105,1,4
708,2026-06-28,107,1,3
709,2026-04-08,104,4,2
710,2026-05-11,101,1,3
711,2026-03-03,104,3,4
712,2026-01-21,103,5,1
713,2026-03-23,107,2,1
714,2026-08-29,103,3,5
715,2026-06-06,108,1,1
716,2026-05-10,104,5,1
717,2026-06-24,101,3,5
718,2026-07-07,103,2,4
719,2026-03-03,105,5,5
720,2026-04-16,102,1,1
721,2026-05-10,103,5,4
722,2026-04-11,107,1,2
723,2026-01-18,110,2,1
724,2026-07-06,108,2,3
725,2026-06-06,108,3,3
726,2026-03-18,110,1,1
727,2026-04-30,110,3,2
728,2026-08-07,110,3,5
729,2026-04-17,103,1,1
730,2026-08-28,106,1,3
731,2026-03-11,102,2,1
732,2026-05-29,109,4,5
733,2026-04-15,109,5,3
734,2026-07-11,101,2,2
735,2026-06-29,101,4,4
736,2026-01-20,105,3,3
737,2026-08-12,105,2,1
738,2026-04-09,108,5,4
739,2026-06-29,105,3,5
740,2026-03-12,106,4,2
741,2026-02-16,101,3,5
742,2026-06-24,110,3,1
743,2026-07-10,106,5,4
744,2026-03-07,102,4,2
745,2026-02-22,106,4,1
746,2026-05-07,106,4,2
747,2026-08-30,107,3,2
748,2026-03-10,101,5,4
749,2026-03-31,106,2,4
750,2026-01-01,105,5,1
751,2026-06-18,105,4,2
752,2026-03-22,110,2,4
753,2026-04-22,103,4,4
754,2026-05-18,107,5,2
755,2026-03-18,106,5,1
756,2026-06-24,101,1,4
757,2026-08-08,108,5,5
758,2026-05-14,105,5,5
759,2026-01-19,101,4,3
760,2026-01-29,102,2,1
761,2026-03-14,105,2,1
762,2026-05-25,103,2,2
763,2026-02-12,108,3,5
764,2026-05-23,110,5,1
765,2026-04-04,101,5,1
766,2026-02-25,101,5,3
767,2026-06-11,110,5,3
768,2026-01-23,101,3,3
769,2026-07-12,108,4,5
770,2026-08-26,105,4,3
771,2026-08-01,108,3,4
772,2026-08-15,105,2,5
773,2026-07-15,103,1,2
774,2026-03-20,102,2,3
775,2026-03-19,101,1,3
776,2026-07-20,110,1,1
777,2026-04-13,102,2,3
778,2026-05-20,108,5,1
779,2026-02-18,107,1,5
780,2026-04-17,109,5,2
781,2026-03-09,105,2,4
782,2026-02-16,110,5,2
783,2026-08-28,106,2,4
784,2026-08-30,105,5,2
785,2026-03-18,106,5,1
786,2026-01-08,106,3,5
787,2026-04-06,106,4,1
788,2026-06-17,106,4,3
789,2026-06-01,109,3,4
790,2026-07-01,104,1,2
791,2026-04-06,107,4,3
792,2026-04-10,110,1,5
793,2026-03-07,109,4,3
794,2026-06-27,109,1,2
795,2026-05-21,109,4,5
796,2026-08-22,107,2,1
797,2026-03-23,109,2,2
798,2026-07-04,109,3,3
799,2026-03-15,110,4,1
800,2026-02-24,104,1,4
801,2026-06-01,104,2,5
802,2026-07-21,106,2,1
803,2026-02-13,107,1,5
804,2026-06-03,106,2,3
805,2026-02-04,109,1,5
806,2026-03-31,107,2,4
807,2026-03-15,109,4,5
808,2026-04-17,110,2,5
809,2026-01-01,106,3,2
810,2026-04-05,110,5,4
811,2026-07-21,102,1,1
812,2026-05-03,110,2,2
813,2026-08-20,106,3,1
814,2026-05-26,103,3,4
815,2026-03-28,105,2,3
816,2026-08-25,102,3,1
817,2026-02-07,105,4,4
818,2026-01-03,106,4,4
819,2026-08-31,105,5,5
820,2026-01-29,109,4,3
821,2026-01-05,106,4,2
822,2026-03-08,104,4,5
823,2026-04-28,110,3,5
824,2026-04-30,101,2,2
825,2026-08-19,103,3,1
826,2026-03-09,104,2,3
827,2026-02-01,107,1,2
828,2026-03-31,104,3,5
829,2026-07-27,108,3,3
830,2026-07-10,109,4,5
831,2026-02-09,101,2,5
832,2026-02-12,104,5,5
833,2026-04-10,108,1,4
834,2026-08-27,107,2,4
835,2026-01-16,105,2,5
836,2026-02-09,104,3,5
837,2026-06-10,106,5,4
838,2026-01-17,107,5,2
839,2026-08-02,106,3,2
840,2026-05-14,107,4,3
841,2026-01-09,104,5,4
842,2026-02-23,110,5,1
843,2026-06-11,108,4,4
844,2026-06-03,106,1,1
845,2026-01-27,106,2,2
846,2026-08-20,110,2,2
847,2026-01-09,101,1,4
848,2026-07-11,110,1,5
849,2026-01-01,101,4,1
850,2026-07-12,104,4,4
851,2026-06-05,107,5,2
852,2026-07-03,106,2,2
853,2026-06-08,108,4,2
854,2026-06-29,101,5,4
855,2026-05-26,108,5,1
856,2026-07-31,109,2,5
857,2026-01-11,109,1,2
858,2026-01-15,102,2,5
859,2026-03-14,106,5,3
860,2026-02-07,109,2,1
861,2026-08-06,105,4,2
862,2026-05-15,103,5,5
863,2026-01-27,109,3,1
864,2026-04-16,109,4,1
865,2026-07-16,107,4,5
866,2026-01-23,105,2,1
867,2026-05-04,106,1,2
868,2026-04-10,101,2,4
869,2026-03-06,110,5,2
870,2026-03-04,109,2,2
871,2026-01-09,107,5,4
872,2026-06-28,103,3,4
873,2026-07-08,107,5,4
874,2026-05-03,106,3,3
875,2026-08-16,105,1,1
876,2026-06-16,107,3,2
877,2026-01-22,102,3,2
878,2026-05-09,107,1,5
879,2026-07-02,103,3,1
880,2026-07-31,103,4,1
881,2026-08-07,101,2,3
882,2026-08-31,105,4,5
883,2026-01-05,105,4,5
884,2026-08-16,102,5,1
885,2026-06-29,107,2,4
886,2026-03-02,106,4,1
887,2026-06-13,108,1,5
888,2026-04-09,103,4,3
889,2026-07-15,108,1,5
890,2026-01-02,105,4,5
891,2026-03-30,102,4,1
892,2026-03-03,103,5,5
893,2026-01-28,109,5,4
894,2026-08-30,101,1,1
895,2026-05-25,110,4,4
896,2026-08-25,105,5,2
897,2026-08-30,101,3,1
898,2026-05-09,107,3,5
899,2026-05-19,104,3,5
900,2026-03-20,105,4,5
901,2026-06-24,107,2,4
902,2026-03-26,104,1,1
903,2026-01-25,101,1,2
904,2026-06-20,104,3,5
905,2026-05-22,107,4,2
906,2026-04-30,106,3,1
907,2026-08-12,107,3,3
908,2026-01-29,103,4,3
909,2026-03-25,101,4,4
910,2026-02-16,105,1,3
911,2026-06-14,108,5,4
912,2026-05-14,109,3,2
913,2026-04-28,105,5,4
914,2026-06-06,108,2,1
915,2026-01-01,104,4,4
916,2026-07-24,105,1,1
917,2026-03-24,105,1,5
918,2026-05-05,106,5,4
919,2026-01-26,106,2,1
920,2026-06-13,107,5,1
921,2026-04-19,107,4,1
922,2026-08-11,105,2,3
923,2026-05-24,101,3,4
924,2026-01-18,110,3,4
925,2026-02-07,106,1,5
926,2026-06-22,103,5,2
927,2026-08-27,108,5,2
928,2026-07-07,101,4,4
929,2026-01-25,110,4,2
930,2026-06-05,108,2,2
