movimiento_id,producto_id,fecha,tipo,cantidad
70,70,2023-12-15,Ingreso inicial,201
71,71,2023-12-15,Ingreso inicial,208
72,72,2023-12-15,Ingreso inicial,124
73,73,2023-12-15,Ingreso inicial,171
74,74,2023-12-15,Ingreso inicial,291
75,75,2023-12-15,Ingreso inicial,148
76,76,2023-12-15,Ingreso inicial,319
77,77,2023-12-15,Ingreso inicial,125
78,78,2023-12-15,Ingreso inicial,161
79,79,2023-12-15,Ingreso inicial,60
80,80,2023-12-15,Ingreso inicial,173
81,81,2023-12-15,Ingreso inicial,168
82,82,2023-12-15,Ingreso inicial,119
83,83,2023-12-15,Ingreso inicial,252
84,84,2023-12-15,Ingreso inicial,122
85,85,2023-12-15,Ingreso inicial,202
86,86,2023-12-15,Ingreso inicial,133
87,87,2023-12-15,Ingreso inicial,136
88,88,2023-12-15,Ingreso inicial,205
89,89,2023-12-15,Ingreso inicial,158
90,90,2023-12-15,Ingreso inicial,271
91,91,2023-12-15,Ingreso inicial,146
92,92,2023-12-15,Ingreso inicial,181
93,93,2023-12-15,Ingreso inicial,176
94,94,2023-12-15,Ingreso inicial,152
95,95,2023-12-15,Ingreso inicial,100
96,96,2023-12-15,Ingreso inicial,71
97,97,2023-12-15,Ingreso inicial,196
98,98,2023-12-15,Ingreso inicial,66
99,99,2023-12-15,Ingreso inicial,143
100,100,2023-12-15,Ingreso inicial,222
101,38,2024-03-05,Venta,-3
102,70,2024-07-13,Venta,-1
103,4,2024-07-13,Venta,-2
104,61,2024-11-19,Venta,-2
105,91,2024-11-19,Venta,-4
106,73,2024-11-19,Venta,-1
107,43,2024-11-19,Venta,-1
108,22,2026-06-25,Venta,-24
109,80,2026-06-25,Venta,-1
110,12,2026-06-25,Venta,-1
111,76,2025-09-06,Venta,-1
112,71,2025-11-13,Venta,-4
113,16,2025-11-13,Venta,-1
114,19,2024-03-02,Venta,-1
115,89,2024-03-02,Venta,-1
116,76,2026-06-17,Venta,-3
117,88,2026-06-17,Venta,-1
118,19,2026-06-17,Venta,-1
119,99,2026-06-17,Venta,-1
120,52,2026-06-17,Venta,-4
121,14,2024-12-05,Venta,-1
122,35,2024-12-05,Venta,-3
123,93,2024-12-05,Venta,-1
124,76,2024-07-28,Venta,-4
125,11,2024-07-28,Venta,-3
126,42,2024-07-28,Venta,-2
127,84,2025-04-23,Venta,-1
128,36,2025-04-23,Venta,-1
129,16,2025-10-12,Venta,-1
130,41,2025-03-08,Venta,-1
131,2,2025-03-08,Venta,-2
132,76,2026-05-24,Venta,-2
133,74,2026-05-24,Venta,-1
134,55,2026-05-24,Venta,-1
135,24,2024-11-09,Venta,-1
136,76,2024-11-09,Venta,-1
137,48,2024-07-13,Venta,-1
138,7,2024-07-13,Venta,-1
139,28,2024-07-13,Venta,-2
140,86,2024-07-13,Venta,-4
141,87,2026-01-30,Venta,-1
142,22,2026-01-30,Venta,-2
143,88,2026-01-30,Venta,-3
144,81,2026-01-30,Venta,-24
145,88,2024-06-15,Venta,-1
146,74,2024-06-15,Venta,-3
147,38,2024-06-15,Venta,-2
148,95,2025-12-06,Venta,-1
149,17,2025-11-23,Venta,-1
150,2,2025-11-23,Venta,-1
151,48,2025-11-23,Venta,-2
152,71,2026-05-11,Venta,-1
153,4,2024-03-23,Venta,-3
154,67,2024-03-23,Venta,-2
155,89,2025-12-16,Venta,-3
156,29,2025-11-01,Venta,-2
157,33,2025-11-01,Venta,-1
158,74,2026-04-13,Venta,-2
159,67,2026-04-13,Venta,-3
160,43,2025-10-01,Venta,-1
161,91,2025-10-01,Venta,-1
162,27,2024-01-10,Venta,-1
163,43,2024-01-10,Venta,-1
164,53,2026-02-18,Venta,-18
165,38,2026-02-18,Venta,-1
166,78,2026-02-18,Venta,-1
167,51,2026-02-18,Venta,-4
168,29,2026-08-21,Venta,-2
169,36,2026-08-21,Venta,-1
170,52,2026-08-21,Venta,-1
171,62,2026-06-13,Venta,-1
172,54,2026-06-13,Venta,-1
173,55,2026-06-13,Venta,-6
174,18,2026-06-13,Venta,-6
175,38,2026-07-15,Venta,-1
176,16,2026-07-15,Venta,-1
177,32,2024-05-10,Venta,-12
178,63,2025-07-07,Venta,-1
179,88,2024-12-06,Venta,-4
180,37,2024-12-06,Venta,-2
181,72,2024-08-16,Venta,-1
182,23,2024-08-16,Venta,-4
183,74,2025-08-09,Venta,-1
184,47,2025-08-09,Venta,-1
185,87,2025-08-27,Venta,-1
186,39,2025-08-27,Venta,-1
187,4,2025-12-20,Venta,-1
188,51,2025-05-21,Venta,-1
189,2,2026-05-18,Venta,-1
190,36,2026-05-18,Venta,-1
191,40,2026-05-18,Venta,-2
192,1,2026-05-18,Venta,-2
193,4,2024-10-16,Venta,-1
194,74,2024-11-07,Venta,-1
195,12,2026-02-05,Venta,-3
196,89,2024-04-08,Venta,-2
197,22,2024-04-08,Venta,-1
198,88,2025-02-17,Venta,-1
199,82,2025-10-30,Venta,-4
200,70,2025-10-30,Venta,-1
201,38,2025-10-30,Venta,-2
202,34,2025-08-09,Venta,-1
203,17,2025-08-09,Venta,-2
204,22,2024-11-01,Venta,-1
205,37,2024-11-01,Venta,-1
206,24,2026-04-17,Venta,-1
207,76,2026-04-17,Venta,-1
208,2,2026-04-17,Venta,-1
209,36,2026-07-08,Venta,-1
210,73,2025-08-11,Venta,-4
211,40,2025-08-11,Venta,-1
212,71,2024-09-11,Venta,-4
213,16,2024-09-11,Venta,-1
214,27,2024-09-11,Venta,-1
215,40,2024-09-11,Venta,-3
216,85,2025-12-12,Venta,-24
217,42,2025-12-12,Venta,-1
218,24,2024-02-15,Venta,-2
219,40,2025-01-02,Venta,-4
220,74,2025-04-12,Venta,-2
221,91,2025-04-12,Venta,-1
222,78,2024-06-06,Venta,-1
223,34,2024-06-06,Venta,-1
224,97,2024-06-06,Venta,-1
225,85,2024-06-06,Venta,-1
226,14,2024-06-06,Venta,-1
227,58,2025-12-01,Venta,-2
228,14,2025-12-01,Venta,-1
229,14,2024-08-19,Venta,-2
230,48,2024-11-09,Venta,-1
231,60,2024-11-09,Venta,-1
232,84,2024-11-09,Venta,-3
233,73,2024-09-22,Venta,-1
234,76,2024-09-22,Venta,-1
235,40,2024-09-22,Venta,-2
236,21,2024-09-22,Venta,-1
237,52,2024-07-06,Venta,-1
238,4,2024-07-06,Venta,-1
239,22,2024-11-08,Venta,-1
240,35,2024-11-08,Venta,-1
241,34,2026-08-29,Venta,-1
242,23,2026-08-29,Venta,-1
243,66,2025-12-15,Venta,-1
244,10,2025-12-15,Venta,-1
245,62,2024-12-19,Venta,-2
246,60,2025-09-13,Venta,-2
247,34,2025-01-23,Venta,-2
248,3,2024-10-24,Venta,-1
249,14,2024-10-24,Venta,-1
250,26,2024-10-24,Venta,-1
251,2,2024-10-24,Venta,-2
252,21,2025-05-14,Venta,-1
253,94,2025-02-15,Venta,-2
254,36,2025-05-14,Venta,-1
255,73,2025-05-14,Venta,-12
256,26,2024-06-14,Venta,-1
257,30,2024-06-14,Venta,-2
258,82,2024-06-14,Venta,-1
259,70,2024-06-14,Venta,-4
260,42,2024-06-14,Venta,-2
261,43,2024-09-29,Venta,-1
262,4,2024-09-29,Venta,-1
263,52,2026-04-25,Venta,-1
264,17,2026-04-25,Venta,-2
265,88,2024-08-30,Venta,-1
266,63,2024-08-30,Venta,-1
267,24,2024-08-30,Venta,-1
268,12,2024-09-12,Venta,-1
269,70,2024-09-12,Venta,-2
270,63,2025-12-18,Venta,-2
271,76,2025-02-14,Venta,-1
272,56,2025-02-14,Venta,-1
273,82,2025-12-17,Venta,-1
274,70,2024-10-02,Venta,-1
275,32,2024-08-05,Venta,-3
276,70,2024-04-24,Venta,-2
277,88,2024-04-24,Venta,-3
278,89,2025-09-11,Venta,-1
279,64,2025-09-11,Venta,-2
280,3,2025-09-11,Venta,-1
281,12,2025-09-11,Venta,-3
282,100,2025-09-11,Venta,-1
283,23,2026-08-22,Venta,-1
284,1,2026-08-22,Venta,-3
285,68,2026-08-22,Venta,-3
286,71,2025-12-29,Venta,-2
287,3,2025-12-29,Venta,-4
288,51,2025-12-29,Venta,-1
289,69,2025-12-29,Venta,-2
290,65,2025-12-29,Venta,-2
291,86,2026-01-04,Venta,-2
292,49,2026-01-04,Venta,-1
293,4,2025-08-02,Venta,-2
294,67,2025-08-02,Venta,-2
295,40,2024-03-17,Venta,-1
296,82,2024-03-17,Venta,-1
297,64,2024-03-17,Venta,-1
298,84,2025-12-25,Venta,-2
299,63,2025-12-25,Venta,-1
300,65,2025-12-25,Venta,-2
301,3,2025-12-25,Venta,-1
302,2,2025-06-30,Venta,-1
303,93,2025-06-30,Venta,-1
304,52,2026-04-23,Venta,-3
305,11,2026-01-09,Venta,-1
306,2,2024-06-29,Venta,-2
307,21,2024-10-02,Venta,-1
308,40,2024-10-02,Venta,-3
309,20,2024-10-02,Venta,-3
310,51,2024-04-05,Venta,-3
311,43,2024-04-05,Venta,-1
312,12,2024-10-15,Venta,-1
313,39,2024-10-15,Venta,-1
314,9,2024-10-15,Venta,-2
315,1,2026-04-07,Venta,-1
316,56,2026-04-07,Venta,-1
317,4,2026-04-07,Venta,-1
318,94,2026-04-07,Venta,-4
319,2,2024-05-15,Venta,-3
320,12,2026-04-17,Venta,-2
321,85,2026-04-17,Venta,-1
322,82,2024-12-05,Venta,-3
323,51,2024-12-05,Venta,-1
324,14,2024-12-05,Venta,-6
325,4,2025-07-11,Venta,-1
326,86,2025-07-11,Venta,-1
327,21,2024-05-30,Venta,-4
328,55,2025-05-18,Venta,-2
329,87,2025-05-18,Venta,-1
330,4,2025-09-11,Venta,-1
331,69,2025-09-11,Venta,-1
332,14,2025-09-11,Venta,-24
333,44,2025-09-11,Venta,-1
334,21,2025-09-11,Venta,-2
335,21,2024-11-23,Venta,-1
336,82,2024-11-23,Venta,-1
337,24,2024-11-23,Venta,-1
338,22,2026-01-14,Venta,-2
339,4,2026-01-14,Venta,-1
340,29,2026-01-14,Venta,-1
341,84,2024-12-07,Venta,-12
342,14,2025-01-28,Venta,-24
343,74,2025-01-05,Venta,-2
344,72,2025-01-05,Venta,-2
345,2,2025-01-05,Venta,-1
346,72,2024-12-23,Venta,-12
347,88,2024-12-23,Venta,-12
348,52,2024-09-05,Venta,-2
349,51,2025-01-15,Venta,-2
350,41,2024-05-24,Venta,-2
351,33,2024-05-24,Venta,-2
352,24,2024-05-24,Venta,-1
353,1,2024-05-24,Venta,-4
354,26,2026-08-29,Venta,-4
355,54,2025-05-30,Venta,-1
356,14,2025-05-30,Venta,-1
357,68,2025-08-08,Venta,-1
358,35,2025-07-26,Venta,-1
359,29,2025-10-24,Venta,-2
360,62,2025-10-24,Venta,-2
361,93,2025-08-01,Venta,-1
362,85,2024-04-09,Venta,-1
363,76,2024-04-09,Venta,-1
364,82,2024-04-09,Venta,-2
365,24,2024-04-09,Venta,-1
366,47,2026-05-22,Venta,-1
367,4,2025-10-31,Venta,-2
368,62,2026-03-15,Venta,-1
369,67,2026-03-15,Venta,-1
370,69,2024-09-01,Venta,-1
371,74,2024-03-30,Venta,-1
372,21,2024-03-13,Venta,-1
373,26,2024-03-13,Venta,-3
374,20,2025-02-14,Venta,-1
375,5,2025-02-14,Venta,-2
376,95,2025-02-14,Venta,-1
377,21,2025-11-29,Venta,-1
378,85,2025-11-29,Venta,-1
379,38,2024-04-17,Venta,-3
380,88,2024-04-17,Venta,-2
381,95,2024-04-17,Venta,-2
382,55,2024-04-17,Venta,-2
383,59,2025-04-21,Venta,-1
384,21,2025-04-21,Venta,-6
385,49,2025-04-21,Venta,-2
386,56,2025-04-21,Venta,-2
387,81,2024-03-07,Venta,-2
388,34,2024-03-07,Venta,-1
389,65,2024-03-07,Venta,-2
390,95,2024-03-07,Venta,-1
391,36,2024-03-07,Venta,-2
392,85,2024-11-23,Venta,-1
393,2,2024-11-23,Venta,-4
394,84,2024-08-06,Venta,-1
395,51,2024-08-06,Venta,-2
396,40,2025-03-14,Venta,-3
397,66,2025-03-14,Venta,-3
398,51,2025-03-14,Venta,-1
399,91,2025-12-10,Venta,-1
400,17,2025-12-10,Venta,-4
401,68,2025-12-10,Venta,-1
402,34,2024-05-28,Venta,-1
403,88,2024-05-28,Venta,-3
404,22,2024-05-28,Venta,-1
405,36,2025-11-21,Venta,-2
406,84,2025-11-21,Venta,-1
407,99,2025-08-15,Venta,-2
408,69,2025-08-15,Venta,-2
409,41,2025-08-15,Venta,-1
410,92,2024-12-22,Venta,-3
411,94,2026-06-07,Venta,-1
412,63,2026-06-07,Venta,-1
413,37,2026-06-07,Venta,-1
414,62,2026-08-06,Venta,-2
415,85,2025-12-06,Venta,-2
416,86,2025-12-06,Venta,-1
417,51,2026-05-07,Venta,-1
418,63,2026-05-07,Venta,-1
419,34,2026-05-07,Venta,-1
420,37,2026-05-22,Venta,-4
421,47,2026-05-22,Venta,-1
422,21,2026-05-22,Venta,-1
423,49,2026-05-22,Venta,-1
424,5,2026-05-22,Venta,-1
425,71,2026-08-20,Venta,-2
426,27,2026-08-20,Venta,-1
427,28,2026-08-20,Venta,-1
428,61,2026-08-20,Venta,-1
429,43,2025-02-28,Venta,-1
430,66,2025-03-16,Venta,-1
431,18,2024-11-21,Venta,-1
432,25,2024-11-21,Venta,-1
433,23,2024-11-21,Venta,-1
434,70,2026-07-27,Venta,-1
435,100,2026-07-27,Venta,-1
436,62,2026-07-27,Venta,-1
437,91,2026-07-27,Venta,-2
438,1,2025-08-30,Venta,-2
439,36,2025-08-30,Venta,-1
440,45,2025-08-30,Venta,-1
441,4,2024-10-08,Venta,-1
442,30,2024-10-08,Venta,-2
443,90,2025-02-04,Venta,-1
444,89,2025-02-04,Venta,-2
445,67,2026-06-30,Venta,-1
446,94,2026-06-30,Venta,-2
447,84,2024-12-21,Venta,-1
448,62,2024-12-21,Venta,-1
449,36,2024-05-09,Venta,-1
450,74,2024-05-09,Venta,-2
451,29,2026-08-27,Venta,-1
452,84,2026-08-27,Venta,-2
453,37,2026-08-27,Venta,-1
454,40,2026-03-24,Venta,-3
455,34,2026-03-24,Venta,-2
456,87,2026-03-24,Venta,-1
457,81,2026-03-24,Venta,-2
458,2,2024-04-20,Venta,-1
459,10,2025-06-27,Venta,-1
460,29,2025-06-27,Venta,-1
461,45,2025-06-27,Venta,-1
462,34,2025-06-27,Venta,-1
463,41,2025-11-03,Venta,-3
464,79,2026-07-09,Venta,-1
465,74,2026-07-09,Venta,-1
466,90,2025-03-21,Venta,-4
467,23,2025-03-21,Venta,-3
468,25,2025-03-21,Venta,-4
469,55,2025-03-21,Venta,-1
470,36,2025-01-27,Venta,-2
471,59,2025-01-27,Venta,-2
472,84,2025-02-16,Venta,-1
473,87,2025-02-16,Venta,-2
474,82,2024-10-08,Venta,-1
475,48,2024-10-08,Venta,-2
476,13,2024-01-30,Venta,-1
477,8,2024-01-30,Venta,-1
478,26,2024-01-30,Venta,-2
479,92,2024-03-31,Venta,-1
480,51,2024-02-14,Venta,-2
481,86,2024-05-09,Venta,-2
482,26,2024-05-09,Venta,-2
483,63,2025-05-09,Venta,-3
484,59,2025-05-09,Venta,-1
485,61,2025-12-12,Venta,-2
486,42,2024-04-17,Venta,-1
487,27,2025-06-09,Venta,-1
488,2,2024-04-14,Venta,-1
489,90,2024-04-14,Venta,-1
490,88,2024-04-14,Venta,-1
491,52,2024-04-14,Venta,-1
492,65,2025-11-08,Venta,-3
493,1,2025-01-13,Venta,-1
494,46,2025-01-13,Venta,-1
495,24,2025-01-13,Venta,-2
496,76,2025-11-28,Venta,-2
497,22,2025-11-28,Venta,-2
498,85,2025-06-28,Venta,-1
499,24,2025-06-28,Venta,-1
500,84,2025-05-22,Venta,-2
501,14,2025-05-22,Venta,-2
502,36,2025-12-05,Venta,-24
503,2,2025-12-05,Venta,-1
504,74,2024-01-22,Venta,-2
505,81,2025-08-20,Venta,-2
506,67,2026-03-04,Venta,-1
507,85,2025-05-13,Venta,-1
508,67,2025-05-13,Venta,-1
509,91,2025-05-13,Venta,-1
510,51,2026-05-26,Venta,-1
511,14,2026-07-23,Venta,-1
512,79,2024-10-09,Venta,-2
513,18,2024-10-09,Venta,-1
514,91,2024-10-09,Venta,-3
515,25,2024-10-09,Venta,-2
516,99,2024-10-22,Venta,-1
517,32,2024-10-22,Venta,-3
518,92,2024-10-22,Venta,-1
519,14,2024-11-06,Venta,-1
520,54,2024-11-06,Venta,-1
521,52,2025-05-15,Venta,-3
522,40,2025-05-15,Venta,-2
523,49,2026-05-29,Venta,-1
524,73,2024-03-23,Venta,-2
525,14,2024-03-23,Venta,-6
526,91,2026-07-14,Venta,-2
527,28,2026-07-14,Venta,-1
528,55,2025-08-15,Venta,-1
529,5,2025-08-15,Venta,-2
530,56,2025-08-15,Venta,-2
531,67,2025-07-12,Venta,-2
532,46,2025-07-12,Venta,-1
533,84,2025-04-24,Venta,-2
534,4,2026-03-16,Venta,-1
535,14,2025-02-06,Venta,-6
536,77,2025-02-06,Venta,-1
537,62,2025-10-27,Venta,-1
538,58,2025-10-27,Venta,-1
539,12,2025-12-19,Venta,-1
540,82,2025-12-19,Venta,-3
541,84,2025-12-19,Venta,-1
542,74,2025-11-28,Venta,-1
543,2,2024-09-03,Venta,-1
544,55,2024-09-03,Venta,-1
545,99,2024-09-03,Venta,-1
546,21,2024-09-03,Venta,-2
547,14,2024-10-08,Venta,-1
548,56,2024-10-08,Venta,-2
549,1,2025-07-31,Venta,-1
550,14,2025-07-31,Venta,-1
551,55,2025-07-31,Venta,-2
552,34,2025-07-31,Venta,-1
553,24,2025-04-14,Venta,-3
554,67,2025-04-14,Venta,-24
555,95,2024-12-26,Venta,-1
556,81,2024-12-26,Venta,-4
557,71,2024-12-26,Venta,-2
558,73,2025-05-10,Venta,-1
559,85,2026-04-29,Venta,-2
560,76,2026-04-29,Venta,-1
561,83,2025-05-02,Venta,-1
562,26,2025-05-02,Venta,-3
563,83,2026-08-02,Venta,-2
564,71,2026-08-02,Venta,-2
565,4,2026-05-10,Venta,-3
566,31,2024-07-19,Venta,-2
567,14,2024-07-19,Venta,-1
568,95,2024-07-19,Venta,-1
569,36,2024-07-19,Venta,-2
570,100,2024-07-15,Venta,-3
571,32,2024-07-15,Venta,-1
572,52,2024-07-15,Venta,-18
573,36,2024-07-15,Venta,-2
574,8,2024-07-15,Venta,-1
575,26,2026-03-31,Venta,-1
576,4,2024-12-04,Venta,-1
577,67,2024-12-04,Venta,-1
578,40,2024-12-04,Venta,-2
579,36,2024-12-04,Venta,-1
580,33,2024-11-15,Venta,-1
581,54,2024-11-15,Venta,-1
582,43,2024-01-31,Venta,-1
583,55,2024-01-31,Venta,-1
584,22,2024-03-04,Venta,-2
585,23,2026-08-09,Venta,-2
586,36,2026-08-09,Venta,-2
587,7,2026-08-09,Venta,-2
588,81,2025-10-27,Venta,-1
589,46,2026-01-25,Venta,-3
590,4,2026-01-25,Venta,-1
591,64,2026-01-25,Venta,-2
592,26,2026-01-25,Venta,-1
593,37,2026-07-14,Venta,-1
594,84,2026-07-14,Venta,-1
595,33,2024-10-16,Venta,-1
596,61,2024-10-16,Venta,-2
597,59,2024-10-16,Venta,-1
598,34,2024-03-19,Venta,-1
599,88,2024-03-19,Venta,-1
600,26,2025-12-31,Venta,-1
601,82,2025-12-31,Venta,-1
602,40,2025-12-31,Venta,-4
603,76,2024-03-21,Venta,-1
604,1,2025-12-16,Venta,-1
605,76,2025-12-16,Venta,-2
606,12,2025-12-16,Venta,-2
607,31,2025-12-16,Venta,-2
608,2,2024-03-27,Venta,-3
609,4,2024-03-27,Venta,-1
610,37,2025-01-23,Venta,-1
611,91,2026-07-18,Venta,-1
612,89,2026-04-06,Venta,-1
613,18,2026-08-04,Venta,-1
614,84,2026-08-04,Venta,-2
615,88,2024-10-29,Venta,-6
616,81,2024-10-29,Venta,-2
617,32,2024-10-29,Venta,-1
618,47,2024-10-29,Venta,-1
619,26,2025-09-14,Venta,-1
620,41,2025-09-14,Venta,-4
621,16,2025-02-22,Venta,-2
622,93,2025-08-16,Venta,-1
623,91,2025-08-16,Venta,-2
624,79,2024-12-27,Venta,-2
625,54,2024-07-27,Venta,-1
626,2,2024-07-27,Venta,-2
627,30,2024-07-27,Venta,-1
628,86,2024-07-27,Venta,-2
629,14,2024-11-30,Venta,-1
630,38,2024-11-30,Venta,-1
631,24,2024-11-30,Venta,-3
632,2,2024-02-01,Venta,-1
633,33,2024-02-01,Venta,-2
634,46,2024-02-01,Venta,-2
635,37,2026-08-20,Venta,-2
636,38,2026-08-20,Venta,-1
637,94,2026-01-20,Venta,-1
638,95,2026-01-20,Venta,-2
639,22,2024-12-02,Venta,-1
640,16,2024-12-02,Venta,-1
641,90,2024-12-02,Venta,-2
642,83,2024-12-26,Venta,-1
643,57,2025-11-12,Venta,-1
644,46,2026-07-10,Venta,-1
645,91,2026-07-10,Venta,-1
646,81,2024-04-13,Venta,-3
647,55,2024-04-13,Venta,-1
648,88,2026-07-29,Venta,-2
649,61,2026-07-29,Venta,-1
650,6,2026-07-29,Venta,-2
651,90,2026-07-29,Venta,-1
652,2,2024-02-16,Venta,-3
653,11,2024-02-16,Venta,-2
654,85,2024-02-16,Venta,-1
655,13,2024-02-16,Venta,-1
656,83,2025-06-05,Venta,-1
657,21,2025-06-05,Venta,-1
658,51,2025-06-05,Venta,-1
659,83,2024-04-09,Venta,-1
660,34,2024-10-19,Venta,-1
661,29,2024-10-19,Venta,-1
662,76,2026-06-25,Venta,-1
663,24,2024-04-08,Venta,-4
664,16,2024-04-08,Venta,-1
665,16,2026-03-29,Venta,-1
666,60,2026-04-30,Venta,-2
667,22,2026-04-30,Venta,-2
668,70,2026-04-30,Venta,-2
669,76,2026-04-02,Venta,-12
670,95,2026-04-02,Venta,-1
671,46,2026-04-02,Venta,-1
672,38,2025-06-17,Venta,-2
673,14,2025-06-17,Venta,-1
674,1,2025-06-17,Venta,-1
675,80,2025-11-20,Venta,-1
676,2,2025-11-20,Venta,-1
677,4,2025-11-20,Venta,-1
678,14,2024-08-07,Venta,-1
679,38,2024-08-07,Venta,-4
680,42,2025-10-07,Venta,-2
681,26,2025-10-07,Venta,-1
682,20,2025-10-07,Venta,-2
683,14,2025-04-02,Venta,-1
684,26,2025-04-02,Venta,-2
685,85,2025-04-02,Venta,-1
686,4,2025-12-22,Venta,-1
687,24,2025-12-22,Venta,-1
688,68,2025-02-22,Venta,-2
689,4,2026-07-23,Venta,-4
690,45,2026-07-23,Venta,-18
691,7,2026-06-15,Venta,-1
692,98,2026-06-15,Venta,-3
693,83,2026-06-15,Venta,-1
694,75,2026-06-15,Venta,-2
695,37,2024-12-07,Venta,-2
696,76,2024-12-07,Venta,-1
697,81,2024-08-22,Venta,-1
698,68,2024-08-22,Venta,-2
699,94,2026-05-15,Venta,-1
700,26,2026-05-15,Venta,-4
701,76,2026-05-15,Venta,-18
702,74,2025-12-05,Venta,-2
703,89,2025-12-05,Venta,-1
704,49,2025-12-05,Venta,-1
705,18,2025-12-05,Venta,-1
706,55,2024-03-19,Venta,-2
707,22,2024-03-19,Venta,-1
708,91,2024-03-19,Venta,-1
709,70,2024-06-04,Venta,-1
710,34,2024-06-04,Venta,-1
711,14,2024-06-04,Venta,-2
712,26,2024-06-04,Venta,-2
713,84,2026-01-31,Venta,-24
714,96,2024-04-05,Venta,-1
715,88,2026-01-01,Venta,-1
716,18,2026-01-01,Venta,-1
717,14,2025-10-20,Venta,-4
718,56,2025-08-30,Venta,-3
719,47,2025-08-30,Venta,-2
720,91,2026-06-11,Venta,-1
721,94,2026-01-20,Venta,-1
722,54,2026-01-20,Venta,-1
723,52,2024-06-19,Venta,-1
724,51,2024-01-10,Venta,-1
725,5,2024-01-10,Venta,-1
726,52,2024-01-10,Venta,-2
727,82,2024-06-18,Venta,-1
728,55,2024-06-18,Venta,-1
729,85,2025-04-18,Venta,-2
730,51,2025-04-18,Venta,-1
731,14,2025-04-18,Venta,-2
732,32,2025-04-30,Venta,-1
733,34,2025-04-30,Venta,-1
734,100,2025-12-11,Venta,-4
735,40,2025-12-11,Venta,-2
736,59,2026-06-23,Venta,-1
737,32,2026-06-23,Venta,-2
738,76,2024-11-09,Venta,-1
739,34,2024-10-13,Venta,-3
740,89,2024-08-02,Venta,-4
741,66,2026-06-14,Venta,-3
742,4,2026-06-14,Venta,-1
743,86,2024-04-30,Venta,-1
744,27,2024-04-30,Venta,-3
745,4,2026-05-12,Venta,-1
746,47,2026-05-12,Venta,-1
747,5,2025-12-12,Venta,-2
748,55,2025-12-12,Venta,-1
749,76,2024-12-20,Venta,-3
750,84,2024-12-20,Venta,-1
751,1,2024-07-19,Venta,-2
752,81,2024-07-19,Venta,-6
